latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-12.81112,134.49312,367,0.36,0.57,2026-07-17,0523,N,high,2.0NRT,299.98,5.95,D
-12.85401,134.27437,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,299.57,5.62,D
-12.81045,134.49649,346.15,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.79,8.99,D
-12.81178,134.48975,347.85,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.89,5.95,D
-13.66754,129.88766,336.52,0.54,0.42,2026-07-17,0523,N,nominal,2.0NRT,303.34,5.21,D
-12.63712,135.34073,331.12,0.41,0.61,2026-07-17,0523,N,nominal,2.0NRT,299.85,2.49,D
-12.80581,134.4921,344.32,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,300.13,4.15,D
-12.80648,134.48872,333.49,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.55,4.15,D
-13.66366,129.88698,340.97,0.54,0.42,2026-07-17,0523,N,nominal,2.0NRT,302.52,8.82,D
-12.65596,135.21777,344.41,0.4,0.6,2026-07-17,0523,N,nominal,2.0NRT,298.46,5.69,D
-12.79448,134.52161,348.96,0.36,0.58,2026-07-17,0523,N,nominal,2.0NRT,301.08,6.61,D
-13.41396,131.23636,367,0.43,0.46,2026-07-17,0523,N,high,2.0NRT,304.16,6.27,D
-13.41469,131.2323,344.34,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,303.06,6.59,D
-13.41543,131.22827,344.5,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,304.97,6.59,D
-13.40898,131.23962,336.4,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,299.91,6.27,D
-13.40971,131.2356,336.75,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,302.67,6.27,D
-13.41119,131.22752,353.63,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,303.45,6.59,D
-13.41487,131.23662,347.38,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,302.28,5.37,D
-13.41558,131.23256,340.24,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,302.09,3.61,D
-13.41628,131.22852,337.19,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,304.66,3.61,D
-12.82614,134.45312,331.41,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.4,2.36,D
-12.85921,134.27702,336.47,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.82,9.42,D
-13.41062,131.23584,346.5,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,304.45,11.67,D
-13.41204,131.22775,355.07,0.43,0.46,2026-07-17,0523,N,nominal,2.0NRT,304.45,10.75,D
-12.81269,134.49535,367,0.36,0.57,2026-07-17,0523,N,high,2.0NRT,303.22,19.55,D
-12.85461,134.27267,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,299.66,8.27,D
-12.81333,134.49197,343.36,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.32,7.73,D
-12.82083,134.45216,333.99,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.04,2.36,D
-12.80866,134.48756,367,0.36,0.57,2026-07-17,0523,N,high,2.0NRT,299.18,5.92,D
-12.80738,134.49429,337.32,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.44,3.98,D
-12.80802,134.49092,337.99,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.44,5.92,D
-12.79629,134.5238,335.23,0.36,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.19,2.58,D
-12.79693,134.52043,333.86,0.36,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.21,2.58,D
-12.80208,134.49324,341.02,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.58,3.98,D
-12.65801,135.21736,335.85,0.4,0.6,2026-07-17,0523,N,nominal,2.0NRT,296.87,3.98,D
-12.77067,134.60036,331.76,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.31,2.26,D
-12.79773,134.45822,329.59,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.37,3.23,D
-13.12548,132.70056,333.93,0.54,0.51,2026-07-17,0523,N,nominal,2.0NRT,301.82,2.98,D
-12.7441,134.71022,329.22,0.37,0.58,2026-07-17,0523,N,low,2.0NRT,301.09,2.26,D
-12.76598,134.59583,332.51,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.49,2.88,D
-12.76665,134.59238,333.51,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.93,2.88,D
-12.79934,134.3922,333.42,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.17,4.43,D
-12.80252,134.37546,338.38,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.29,5.45,D
-12.80443,134.36545,330.8,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.26,2.65,D
-12.80397,134.254,337.79,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.05,4.11,D
-12.76714,134.4173,352.32,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.37,5.34,D
-12.73049,134.57855,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,301.58,11.82,D
-12.68269,134.73817,333.62,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.54,1.85,D
-12.84066,133.9229,331.05,0.33,0.55,2026-07-17,0523,N,low,2.0NRT,302.69,5.97,D
-12.83319,133.9342,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,303.23,8.67,D
-12.70239,134.60884,337.04,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.3,2.57,D
-12.74975,134.36575,346.27,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.06,5.2,D
-12.832,133.9404,338.72,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,300.84,6.34,D
-12.8326,133.93727,353.83,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,301.97,6.34,D
-12.83496,133.92499,339.01,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,300.7,5.56,D
-12.82809,133.93315,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,306.45,19.72,D
-12.83164,133.9147,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,305,7.53,D
-12.83224,133.91162,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,303.04,7.53,D
-12.69637,134.61115,336.03,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.24,3.27,D
-12.71841,134.49843,334.68,0.36,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.89,5.75,D
-12.71908,134.49501,338.49,0.36,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.13,5.37,D
-12.74448,134.36473,354.19,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.27,22.16,D
-12.74512,134.3614,353.27,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,305.45,10.15,D
-12.8275,133.93622,348.47,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,299.86,15.55,D
-12.82868,133.93008,352.72,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,307.31,19.72,D
-12.82927,133.92702,334.82,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,301.47,10.65,D
-12.82986,133.92395,330.76,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,300.59,10.65,D
-12.83105,133.9178,332.76,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,300.4,10.72,D
-12.73988,134.36024,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,300.63,10.15,D
-12.82357,133.92908,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,298.46,19.72,D
-12.82477,133.9229,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,303.71,10.65,D
-12.82536,133.91982,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,303.21,10.72,D
-12.82655,133.91364,367,0.33,0.55,2026-07-17,0523,N,high,2.0NRT,300.79,7.53,D
-12.69101,134.61012,338.83,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.19,3.27,D
-12.74054,134.3569,331.69,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.52,10.15,D
-12.82297,133.93217,347.64,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,296.79,19.72,D
-12.82417,133.92598,356.52,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,309.29,10.65,D
-12.82715,133.91054,356.51,0.33,0.55,2026-07-17,0523,N,nominal,2.0NRT,298.46,7.53,D
-12.68633,134.60567,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,299.21,7.66,D
-12.73529,134.35577,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,299.44,8.62,D
-12.68565,134.6091,351.38,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.12,7.66,D
-12.73463,134.35915,352.42,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.38,8.62,D
-12.65287,134.74709,330.68,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.14,4.96,D
-12.54548,135.22951,337.05,0.41,0.6,2026-07-17,0523,N,nominal,2.0NRT,298.04,5.04,D
-13.09125,132.4808,330.49,0.53,0.5,2026-07-17,0523,N,low,2.0NRT,300.6,4.47,D
-12.68926,134.60944,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,301.48,9.44,D
-12.68992,134.60597,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,301.98,9.44,D
-12.7364,134.35884,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,300.6,11.68,D
-12.73703,134.35545,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,299.53,11.68,D
-12.65753,134.74773,334.24,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.69,3.59,D
-12.66071,134.67198,329.48,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,297.63,1.6,D
-12.73869,134.23102,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,300.62,6.17,D
-12.64398,134.7305,330.54,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.09,1.72,D
-12.66717,134.60869,334.2,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.98,4.14,D
-12.70461,134.41136,334.43,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.23,2.8,D
-12.73931,134.22777,343.21,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.86,6.17,D
-12.54332,135.22545,338.04,0.41,0.6,2026-07-17,0523,N,nominal,2.0NRT,298.74,6.42,D
-12.64861,134.67683,332.19,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,296.7,4.87,D
-12.6506,134.66646,334.9,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.93,3.2,D
-12.6618,134.60768,342.9,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.86,4.14,D
-12.69932,134.41034,331.57,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,296.63,2.8,D
-12.73224,134.23654,337.96,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.46,6.1,D
-12.73286,134.23325,333.39,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.56,6.1,D
-12.73348,134.22998,352.22,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.63,6.17,D
-12.53773,135.22435,367,0.41,0.6,2026-07-17,0523,N,high,2.0NRT,301.58,10.79,D
-12.64522,134.66541,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,299.9,5.54,D
-12.69143,134.42297,367,0.36,0.57,2026-07-17,0523,N,high,2.0NRT,299.37,7.05,D
-12.537,135.22815,331.16,0.41,0.6,2026-07-17,0523,N,nominal,2.0NRT,297.99,12.15,D
-12.53846,135.22058,345.11,0.41,0.6,2026-07-17,0523,N,nominal,2.0NRT,300.97,10.79,D
-38.15027,143.01462,335.62,0.33,0.55,2026-07-17,0514,N,nominal,2.0NRT,284.85,4.46,D
-12.65578,134.61006,335.9,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.52,4.19,D
-12.69078,134.42642,341.69,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.61,7.05,D
-38.15123,143.01086,356.34,0.33,0.55,2026-07-17,0514,N,low,2.0NRT,286.18,4.46,D
-12.69209,134.41951,353.1,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.35,6.44,D
-37.42708,143.46068,337.51,0.36,0.57,2026-07-17,0514,N,nominal,2.0NRT,286.75,3.16,D
-12.69783,134.38931,332.38,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,296.97,2.95,D
-37.42191,143.45856,348.13,0.36,0.57,2026-07-17,0514,N,nominal,2.0NRT,286.71,7.26,D
-12.7264,134.23875,336.34,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.22,4.35,D
-37.42298,143.45453,340.82,0.36,0.57,2026-07-17,0514,N,nominal,2.0NRT,286.6,4.91,D
-12.72702,134.23547,341.36,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.52,4.38,D
-36.08421,148.04945,351.61,0.66,0.73,2026-07-17,0514,N,nominal,2.0NRT,284.62,8.61,D
-12.53213,135.22331,367,0.41,0.6,2026-07-17,0523,N,high,2.0NRT,297.24,10.79,D
-36.08424,148.04817,350.35,0.66,0.73,2026-07-17,0514,N,nominal,2.0NRT,284.87,7.87,D
-12.53286,135.21954,367,0.41,0.6,2026-07-17,0523,N,high,2.0NRT,297.39,10.79,D
-37.42684,141.25208,344.1,0.55,0.51,2026-07-17,0514,N,nominal,2.0NRT,281.47,8.77,D
-12.53358,135.21582,356.71,0.41,0.6,2026-07-17,0523,N,nominal,2.0NRT,294.38,15.34,D
-33.65534,146.9062,325,0.67,0.74,2026-07-17,0516,N,nominal,2.0NRT,286.62,2.76,D
-12.64514,134.63663,341.46,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,301.43,5.29,D
-35.88521,137.04832,332.3,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,288.94,169.83,D
-12.64579,134.63322,346.73,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,301.36,5.29,D
-35.88644,137.04228,329.84,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,287.44,8.26,D
-12.65041,134.60909,344.46,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,297.55,4.19,D
-35.88009,137.05305,336.73,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,306.06,169.83,D
-12.72618,134.21133,354.34,0.35,0.56,2026-07-17,0523,N,nominal,2.0NRT,299.28,6.6,D
-35.88256,137.04097,332.53,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,288.3,8.26,D
-12.71411,134.24632,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,301.94,10.7,D
-35.87619,137.05182,332.79,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,295.46,134.18,D
-12.59935,134.84579,330.15,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.53,2.79,D
-35.86557,137.02255,337.9,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,291.13,28.43,D
-12.63778,134.64594,343.36,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.86,4.75,D
-35.85917,137.03346,337.91,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,289.11,32.8,D
-12.63844,134.64249,337.03,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,301.3,4.27,D
-35.86042,137.02737,356.32,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,296.63,32.8,D
-12.63911,134.63901,342.74,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.77,4.27,D
-35.86167,137.0213,346.18,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,295.37,28.43,D
-12.64042,134.6322,344.43,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.12,7.25,D
-12.64107,134.6288,341.3,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.6,3.18,D
-35.85401,137.03833,330.31,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,286.66,16.74,D
-12.6523,134.57019,329.35,0.37,0.58,2026-07-17,0523,N,low,2.0NRT,300.31,4.78,D
-35.85527,137.03224,345.57,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,296.21,30.96,D
-12.72096,134.21033,335.08,0.35,0.56,2026-07-17,0523,N,nominal,2.0NRT,297.11,3.71,D
-35.85652,137.02617,349.55,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,288.27,30.96,D
-12.64828,134.56224,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,303.37,17.65,D
-12.5939,134.84474,341.96,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.96,2.79,D
-35.85777,137.02008,298.78,0.55,0.43,2026-07-17,0516,N,low,2.0NRT,312.64,70.46,D
-12.59598,134.83401,333.18,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.64,2.9,D
-35.85012,137.03708,329.51,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,287.47,16.74,D
-12.6324,134.64493,333.57,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,297.66,4.75,D
-35.85136,137.03101,330.29,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,287.09,30.96,D
-12.63306,134.64145,330.67,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.38,4.27,D
-12.63373,134.63799,341.37,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,301.13,4.27,D
-35.85387,137.01883,351.97,0.55,0.43,2026-07-17,0516,N,nominal,2.0NRT,289.79,70.46,D
-12.63439,134.63458,347.32,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.98,7.25,D
-35.85124,137.01146,287.38,0.55,0.43,2026-07-17,0516,N,low,2.0NRT,292.25,53.57,D
-12.63569,134.62776,329.69,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,296.17,3.18,D
-35.30278,138.56946,337.99,0.45,0.47,2026-07-17,0516,N,nominal,2.0NRT,286.87,5.21,D
-12.71388,134.21907,340.05,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.03,4.78,D
-33.76177,142.34543,367,0.39,0.59,2026-07-17,0516,N,high,2.0NRT,291.04,5.18,D
-12.58984,134.83652,367,0.38,0.59,2026-07-17,0523,N,high,2.0NRT,304.47,8.93,D
-12.58845,134.84369,335.77,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,298.42,6.1,D
-33.76283,142.34128,347.63,0.39,0.59,2026-07-17,0516,N,nominal,2.0NRT,290.34,5.18,D
-12.58915,134.8401,330.04,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.49,6.1,D
-33.75745,142.33939,335.07,0.39,0.59,2026-07-17,0516,N,nominal,2.0NRT,288.87,5.18,D
-12.59054,134.83292,354.78,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,300.65,8.93,D
-12.62768,134.64044,337.9,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.64,4.24,D
-12.629,134.63359,335.52,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,297.64,4.49,D
-12.64095,134.57149,329.57,0.37,0.58,2026-07-17,0523,N,low,2.0NRT,300.39,2.67,D
-12.70304,134.24748,336.89,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.79,3.69,D
-12.70867,134.21797,351.46,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,296.23,4.6,D
-12.70929,134.21474,346.29,0.35,0.56,2026-07-17,0523,N,nominal,2.0NRT,295.93,4.6,D
-12.58509,134.83185,367,0.38,0.59,2026-07-17,0523,N,high,2.0NRT,300.23,8.93,D
-12.63823,134.55679,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,300.57,7.15,D
-12.63889,134.55341,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,300.12,7.15,D
-12.5837,134.83904,337.09,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.32,6.1,D
-12.5844,134.83543,333.93,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.24,8.93,D
-12.6223,134.63943,330.2,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,297.44,4.24,D
-12.62296,134.63602,334.43,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.77,4.24,D
-12.62362,134.63258,352.21,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.89,4.49,D
-12.63627,134.56699,334.32,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.74,2.67,D
-12.67329,134.37444,341.68,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.59,4.87,D
-12.69151,134.27939,342.98,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.43,8.81,D
-12.69214,134.27606,356.66,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.78,11.43,D
-12.69785,134.24623,342.44,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.23,3.69,D
-12.57965,134.83078,367,0.38,0.59,2026-07-17,0523,N,high,2.0NRT,301.9,13.38,D
-12.61758,134.63501,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,298.79,10.97,D
-12.61825,134.63156,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,300.1,8.42,D
-12.63158,134.56256,367,0.37,0.58,2026-07-17,0523,N,high,2.0NRT,301.18,10.95,D
-12.69267,134.24498,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,300.12,10.81,D
-12.57895,134.83437,348.57,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,298.12,13.38,D
-12.58034,134.82718,353.17,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,298.33,6,D
-12.58104,134.82361,339.3,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.38,6,D
-12.58173,134.82007,344.97,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,298.12,4.62,D
-12.59529,134.75015,337.47,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.9,3.56,D
-12.59598,134.74658,333.93,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,297.7,3.56,D
-12.68628,134.27829,337.42,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.46,3.23,D
-12.6862,134.25038,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,303.76,11.21,D
-12.68685,134.24701,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,299.9,10.81,D
-12.57559,134.82254,329.86,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,296.19,6,D
-12.65691,134.4026,345.57,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.76,4.66,D
-12.66211,134.37561,332.74,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,297.4,3.35,D
-12.68555,134.25377,353.23,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,300.67,11.21,D
-12.67905,134.25931,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,303.36,12.19,D
-12.67969,134.256,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,303.96,12.19,D
-12.68033,134.25266,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,303.46,13.68,D
-12.68098,134.24931,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,302.28,13.68,D
-12.58375,134.75165,331.75,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,300.2,5.19,D
-12.58445,134.74808,351.2,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,301.89,7.06,D
-12.65163,134.4015,345.13,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.72,4.8,D
-12.65229,134.3981,345.39,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.3,5.58,D
-12.65682,134.37463,343.59,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.65,5.61,D
-12.65746,134.37132,334.06,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.66,5.14,D
-12.67841,134.26263,329.84,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.25,7.55,D
-12.68163,134.24594,350.84,0.35,0.57,2026-07-17,0523,N,nominal,2.0NRT,296.69,9.15,D
-12.64308,134.41734,367,0.36,0.57,2026-07-17,0523,N,high,2.0NRT,299.58,6.98,D
-12.67443,134.2551,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,299.13,12.19,D
-12.67508,134.25174,367,0.35,0.57,2026-07-17,0523,N,high,2.0NRT,298.87,13.68,D
-12.61814,134.54601,332.85,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,297.6,1.61,D
-12.64636,134.40042,331.5,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.19,4.8,D
-12.65152,134.37372,349.48,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.57,5.61,D
-12.65216,134.37039,346.61,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.67,5.14,D
-12.63777,134.41638,367,0.36,0.57,2026-07-17,0523,N,high,2.0NRT,299.88,8.23,D
-12.60481,134.58603,331.44,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.59,1.72,D
-12.63841,134.41307,352.07,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,300.3,8.23,D
-12.70729,134.0565,339.81,0.34,0.56,2026-07-17,0523,N,nominal,2.0NRT,299.64,3.74,D
-12.63311,134.41208,355.43,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.28,8.23,D
-12.63443,134.40529,338.4,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,299.79,7.72,D
-12.56348,134.74031,367,0.38,0.59,2026-07-17,0523,N,high,2.0NRT,300.8,9.79,D
-12.56418,134.73676,367,0.38,0.59,2026-07-17,0523,N,high,2.0NRT,301.39,7.65,D
-12.56277,134.7439,355.45,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,298.44,9.79,D
-12.62846,134.40771,344.74,0.36,0.57,2026-07-17,0523,N,nominal,2.0NRT,298.22,3.3,D
-12.5629,134.71461,331.49,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,299.72,2.45,D
-12.55818,134.7101,367,0.38,0.58,2026-07-17,0523,N,high,2.0NRT,302.03,13.5,D
-12.55681,134.71707,330.3,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.09,26.46,D
-12.55749,134.71356,354.74,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,313.11,13.5,D
-12.55208,134.71254,367,0.38,0.58,2026-07-17,0523,N,high,2.0NRT,299.46,13.5,D
-12.55277,134.70908,334.61,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,297.47,13.5,D
-12.56118,134.71645,346.45,0.38,0.59,2026-07-17,0523,N,nominal,2.0NRT,299.67,18.45,D
-12.56184,134.71295,348.09,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,301.8,15.49,D
-12.55577,134.71539,367,0.38,0.59,2026-07-17,0523,N,high,2.0NRT,299.6,18.45,D
-12.55643,134.71191,346.44,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,310.47,15.49,D
-12.55709,134.70842,354.03,0.38,0.58,2026-07-17,0523,N,nominal,2.0NRT,300.8,15.49,D
-12.54339,134.63336,334.56,0.37,0.58,2026-07-17,0523,N,nominal,2.0NRT,298.02,2.87,D
-12.64439,134.10109,335.11,0.34,0.56,2026-07-17,0523,N,nominal,2.0NRT,301.1,3.67,D
